Resultados para a variável: Va
Va : Size=576, Index=i*t
    (12, 10) : -1.5707963267948966 : -0.039416059890026965 : 1.5707963267948966 : False : False :  Reals
    (12, 11) : -1.5707963267948966 : -0.038791304233518384 : 1.5707963267948966 : False : False :  Reals
    (12, 12) : -1.5707963267948966 :  -0.03746233484662963 : 1.5707963267948966 : False : False :  Reals
    (12, 13) : -1.5707963267948966 :  -0.03442567771862854 : 1.5707963267948966 : False : False :  Reals
    (12, 14) : -1.5707963267948966 : -0.034628948231861176 : 1.5707963267948966 : False : False :  Reals
    (12, 15) : -1.5707963267948966 : -0.031055239218293493 : 1.5707963267948966 : False : False :  Reals
    (12, 16) : -1.5707963267948966 : -0.029674425829557715 : 1.5707963267948966 : False : False :  Reals
    (12, 17) : -1.5707963267948966 :  -0.03594493522555542 : 1.5707963267948966 : False : False :  Reals
    (12, 18) : -1.5707963267948966 : -0.039259513311832264 : 1.5707963267948966 : False : False :  Reals
    (12, 19) : -1.5707963267948966 :  -0.03721198931269917 : 1.5707963267948966 : False : False :  Reals
    (12, 20) : -1.5707963267948966 :  -0.03897989858628925 : 1.5707963267948966 : False : False :  Reals
    (12, 21) : -1.5707963267948966 :  -0.03788732526196104 : 1.5707963267948966 : False : False :  Reals
    (12, 22) : -1.5707963267948966 :  -0.03585715715572376 : 1.5707963267948966 : False : False :  Reals
    (12, 23) : -1.5707963267948966 :  -0.03418277256459127 : 1.5707963267948966 : False : False :  Reals
    (12, 24) : -1.5707963267948966 :  -0.03440294929614132 : 1.5707963267948966 : False : False :  Reals
     (13, 1) :                   0 :                   0.0 :                  0 : False : False :  Reals
     (13, 2) :                   0 :                   0.0 :                  0 : False : False :  Reals
     (13, 3) :                   0 :                   0.0 :                  0 : False : False :  Reals
     (13, 4) :                   0 :                   0.0 :                  0 : False : False :  Reals
     (13, 5) :                   0 :                   0.0 :                  0 : False : False :  Reals
     (13, 6) :                   0 :                   0.0 :                  0 : False : False :  Reals
     (13, 7) :                   0 :                   0.0 :                  0 : False : False :  Reals
     (13, 8) :                   0 :                   0.0 :                  0 : False : False :  Reals
     (13, 9) :                   0 :                   0.0 :                  0 : False : False :  Reals
    (13, 10) :                   0 :                   0.0 :                  0 : False : False :  Reals
    (13, 11) :                   0 :                   0.0 :                  0 : False : False :  Reals
    (13, 12) :                   0 :                   0.0 :                  0 : False : False :  Reals
    (13, 13) :                   0 :                   0.0 :                  0 : False : False :  Reals
    (13, 14) :                   0 :                   0.0 :                  0 : False : False :  Reals
    (13, 15) :                   0 :                   0.0 :                  0 : False : False :  Reals
    (13, 16) :                   0 :                   0.0 :                  0 : False : False :  Reals
    (13, 17) :                   0 :                   0.0 :                  0 : False : False :  Reals
    (13, 18) :                   0 :                   0.0 :                  0 : False : False :  Reals
    (13, 19) :                   0 :                   0.0 :                  0 : False : False :  Reals
    (13, 20) :                   0 :                   0.0 :                  0 : False : False :  Reals
    (13, 21) :                   0 :                   0.0 :                  0 : False : False :  Reals
    (13, 22) :                   0 :                   0.0 :                  0 : False : False :  Reals
    (13, 23) :                   0 :                   0.0 :                  0 : False : False :  Reals
    (13, 24) :                   0 :                   0.0 :                  0 : False : False :  Reals
     (14, 1) : -1.5707963267948966 :   0.05540981135019701 : 1.5707963267948966 : False : False :  Reals
     (14, 2) : -1.5707963267948966 :   0.05400381385895351 : 1.5707963267948966 : False : False :  Reals
     (14, 3) : -1.5707963267948966 :   0.04317282022589037 : 1.5707963267948966 : False : False :  Reals
     (14, 4) : -1.5707963267948966 :  0.032915172617223265 : 1.5707963267948966 : False : False :  Reals
     (14, 5) : -1.5707963267948966 :  0.025160589166444595 : 1.5707963267948966 : False : False :  Reals
     (14, 6) : -1.5707963267948966 :   0.01915637576691525 : 1.5707963267948966 : False : False :  Reals
     (14, 7) : -1.5707963267948966 :   0.02433687129956362 : 1.5707963267948966 : False : False :  Reals
     (14, 8) : -1.5707963267948966 :   0.03335164582995577 : 1.5707963267948966 : False : False :  Reals
     (14, 9) : -1.5707963267948966 :   0.04838730750666346 : 1.5707963267948966 : False : False :  Reals
    (14, 10) : -1.5707963267948966 :   0.05893945692452876 : 1.5707963267948966 : False : False :  Reals
    (14, 11) : -1.5707963267948966 :   0.06125532513651341 : 1.5707963267948966 : False : False :  Reals
    (14, 12) : -1.5707963267948966 :    0.0592422224140619 : 1.5707963267948966 : False : False :  Reals
    (14, 13) : -1.5707963267948966 :  0.057613040668167526 : 1.5707963267948966 : False : False :  Reals
    (14, 14) : -1.5707963267948966 :   0.05585877236372714 : 1.5707963267948966 : False : False :  Reals
    (14, 15) : -1.5707963267948966 :  0.045664941627724755 : 1.5707963267948966 : False : False :  Reals
    (14, 16) : -1.5707963267948966 :   0.02037330530649084 : 1.5707963267948966 : False : False :  Reals
    (14, 17) : -1.5707963267948966 :  0.018971885551606827 : 1.5707963267948966 : False : False :  Reals
    (14, 18) : -1.5707963267948966 :   0.02686710456148952 : 1.5707963267948966 : False : False :  Reals
    (14, 19) : -1.5707963267948966 :   0.02668989243751962 : 1.5707963267948966 : False : False :  Reals
    (14, 20) : -1.5707963267948966 :   0.03674977936865359 : 1.5707963267948966 : False : False :  Reals
    (14, 21) : -1.5707963267948966 :   0.04807005356651601 : 1.5707963267948966 : False : False :  Reals
    (14, 22) : -1.5707963267948966 :   0.05455404322237382 : 1.5707963267948966 : False : False :  Reals
    (14, 23) : -1.5707963267948966 :  0.040165399887459735 : 1.5707963267948966 : False : False :  Reals
    (14, 24) : -1.5707963267948966 :  0.042508953749582294 : 1.5707963267948966 : False : False :  Reals
     (15, 1) : -1.5707963267948966 :   0.21049519516485538 : 1.5707963267948966 : False : False :  Reals
     (15, 2) : -1.5707963267948966 :   0.20654660642356376 : 1.5707963267948966 : False : False :  Reals
     (15, 3) : -1.5707963267948966 :   0.18095835759455753 : 1.5707963267948966 : False : False :  Reals
     (15, 4) : -1.5707963267948966 :   0.15715087156556515 : 1.5707963267948966 : False : False :  Reals
     (15, 5) : -1.5707963267948966 :   0.13915076430825665 : 1.5707963267948966 : False : False :  Reals
     (15, 6) : -1.5707963267948966 :   0.12575701158402525 : 1.5707963267948966 : False : False :  Reals
     (15, 7) : -1.5707963267948966 :    0.1384572717005729 : 1.5707963267948966 : False : False :  Reals
     (15, 8) : -1.5707963267948966 :     0.159941067403232 : 1.5707963267948966 : False : False :  Reals
     (15, 9) : -1.5707963267948966 :    0.1951097211629052 : 1.5707963267948966 : False : False :  Reals
    (15, 10) : -1.5707963267948966 :   0.22102190570650246 : 1.5707963267948966 : False : False :  Reals
    (15, 11) : -1.5707963267948966 :   0.22734080966027984 : 1.5707963267948966 : False : False :  Reals
    (15, 12) : -1.5707963267948966 :   0.22346673331710296 : 1.5707963267948966 : False : False :  Reals
    (15, 13) : -1.5707963267948966 :   0.22109677328876998 : 1.5707963267948966 : False : False :  Reals
    (15, 14) : -1.5707963267948966 :    0.2168157714121213 : 1.5707963267948966 : False : False :  Reals
    (15, 15) : -1.5707963267948966 :   0.19381412973300963 : 1.5707963267948966 : False : False :  Reals
    (15, 16) : -1.5707963267948966 :    0.1452476901788119 : 1.5707963267948966 : False : False :  Reals
    (15, 17) : -1.5707963267948966 :      0.15060211185312 : 1.5707963267948966 : False : False :  Reals
    (15, 18) : -1.5707963267948966 :   0.18186862530851525 : 1.5707963267948966 : False : False :  Reals
    (15, 19) : -1.5707963267948966 :   0.17631825044216165 : 1.5707963267948966 : False : False :  Reals
    (15, 20) : -1.5707963267948966 :   0.19339443222171457 : 1.5707963267948966 : False : False :  Reals
    (15, 21) : -1.5707963267948966 :   0.20872675645908734 : 1.5707963267948966 : False : False :  Reals
    (15, 22) : -1.5707963267948966 :    0.2120357012790536 : 1.5707963267948966 : False : False :  Reals
    (15, 23) : -1.5707963267948966 :   0.17795425218160116 : 1.5707963267948966 : False : False :  Reals
    (15, 24) : -1.5707963267948966 :   0.18368763465762603 : 1.5707963267948966 : False : False :  Reals
     (16, 1) : -1.5707963267948966 :     0.187036062487825 : 1.5707963267948966 : False : False :  Reals
     (16, 2) : -1.5707963267948966 :   0.18108923663983795 : 1.5707963267948966 : False : False :  Reals
     (16, 3) : -1.5707963267948966 :   0.15921514168847514 : 1.5707963267948966 : False : False :  Reals
     (16, 4) : -1.5707963267948966 :   0.13942333019913833 : 1.5707963267948966 : False : False :  Reals
     (16, 5) : -1.5707963267948966 :   0.12444783681020566 : 1.5707963267948966 : False : False :  Reals
     (16, 6) : -1.5707963267948966 :   0.11393433580696637 : 1.5707963267948966 : False : False :  Reals
     (16, 7) : -1.5707963267948966 :   0.12524225470633413 : 1.5707963267948966 : False : False :  Reals
     (16, 8) : -1.5707963267948966 :    0.1440388840527167 : 1.5707963267948966 : False : False :  Reals
     (16, 9) : -1.5707963267948966 :   0.17681145370840168 : 1.5707963267948966 : False : False :  Reals
    (16, 10) : -1.5707963267948966 :    0.2019943265947128 : 1.5707963267948966 : False : False :  Reals
    (16, 11) : -1.5707963267948966 :    0.2108190583547209 : 1.5707963267948966 : False : False :  Reals
    (16, 12) : -1.5707963267948966 :   0.20767218918697217 : 1.5707963267948966 : False : False :  Reals
    (16, 13) : -1.5707963267948966 :   0.20372614225121938 : 1.5707963267948966 : False : False :  Reals
    (16, 14) : -1.5707963267948966 :    0.1977711567073331 : 1.5707963267948966 : False : False :  Reals
    (16, 15) : -1.5707963267948966 :    0.1765647499754896 : 1.5707963267948966 : False : False :  Reals
    (16, 16) : -1.5707963267948966 :   0.13494155016141662 : 1.5707963267948966 : False : False :  Reals
    (16, 17) : -1.5707963267948966 :   0.13829823995287754 : 1.5707963267948966 : False : False :  Reals
    (16, 18) : -1.5707963267948966 :   0.16499792163656815 : 1.5707963267948966 : False : False :  Reals
    (16, 19) : -1.5707963267948966 :    0.1619152955908323 : 1.5707963267948966 : False : False :  Reals
    (16, 20) : -1.5707963267948966 :   0.17648006575945036 : 1.5707963267948966 : False : False :  Reals
    (16, 21) : -1.5707963267948966 :    0.1909261791822696 : 1.5707963267948966 : False : False :  Reals
    (16, 22) : -1.5707963267948966 :      0.19344797427312 : 1.5707963267948966 : False : False :  Reals
    (16, 23) : -1.5707963267948966 :   0.16224415985642882 : 1.5707963267948966 : False : False :  Reals
    (16, 24) : -1.5707963267948966 :   0.16523526267043864 : 1.5707963267948966 : False : False :  Reals
     (17, 1) : -1.5707963267948966 :    0.2859990112761631 : 1.5707963267948966 : False : False :  Reals
     (17, 2) : -1.5707963267948966 :    0.2810151186568669 : 1.5707963267948966 : False : False :  Reals
     (17, 3) : -1.5707963267948966 :   0.24875115300162207 : 1.5707963267948966 : False : False :  Reals
     (17, 4) : -1.5707963267948966 :   0.21876549564860964 : 1.5707963267948966 : False : False :  Reals
     (17, 5) : -1.5707963267948966 :   0.19607694285522426 : 1.5707963267948966 : False : False :  Reals
     (17, 6) : -1.5707963267948966 :   0.17922060645820914 : 1.5707963267948966 : False : False :  Reals
     (17, 7) : -1.5707963267948966 :   0.19527340923719846 : 1.5707963267948966 : False : False :  Reals
     (17, 8) : -1.5707963267948966 :   0.22244265260551796 : 1.5707963267948966 : False : False :  Reals
     (17, 9) : -1.5707963267948966 :    0.2663960027545809 : 1.5707963267948966 : False : False :  Reals
    (17, 10) : -1.5707963267948966 :    0.2990781811122776 : 1.5707963267948966 : False : False :  Reals
    (17, 11) : -1.5707963267948966 :   0.30674155383648577 : 1.5707963267948966 : False : False :  Reals
    (17, 12) : -1.5707963267948966 :   0.30228709172595736 : 1.5707963267948966 : False : False :  Reals
    (17, 13) : -1.5707963267948966 :   0.29988225210166597 : 1.5707963267948966 : False : False :  Reals
    (17, 14) : -1.5707963267948966 :   0.29442953056463367 : 1.5707963267948966 : False : False :  Reals
    (17, 15) : -1.5707963267948966 :    0.2660460461832453 : 1.5707963267948966 : False : False :  Reals
    (17, 16) : -1.5707963267948966 :    0.2093108894060207 : 1.5707963267948966 : False : False :  Reals
    (17, 17) : -1.5707963267948966 :   0.21435738719279882 : 1.5707963267948966 : False : False :  Reals
    (17, 18) : -1.5707963267948966 :    0.2534980856873155 : 1.5707963267948966 : False : False :  Reals
    (17, 19) : -1.5707963267948966 :   0.25018210805875685 : 1.5707963267948966 : False : False :  Reals
    (17, 20) : -1.5707963267948966 :    0.2666710296063581 : 1.5707963267948966 : False : False :  Reals
    (17, 21) : -1.5707963267948966 :    0.2834879444764769 : 1.5707963267948966 : False : False :  Reals
    (17, 22) : -1.5707963267948966 :    0.2884892598382198 : 1.5707963267948966 : False : False :  Reals
    (17, 23) : -1.5707963267948966 :    0.2455508342671803 : 1.5707963267948966 : False : False :  Reals
    (17, 24) : -1.5707963267948966 :   0.25270340705088495 : 1.5707963267948966 : False : False :  Reals
     (18, 1) : -1.5707963267948966 :    0.3199527099761565 : 1.5707963267948966 : False : False :  Reals
     (18, 2) : -1.5707963267948966 :    0.3154500299995849 : 1.5707963267948966 : False : False :  Reals
     (18, 3) : -1.5707963267948966 :   0.27799636237989206 : 1.5707963267948966 : False : False :  Reals
     (18, 4) : -1.5707963267948966 :    0.2428498862743422 : 1.5707963267948966 : False : False :  Reals
     (18, 5) : -1.5707963267948966 :   0.21622712006053285 : 1.5707963267948966 : False : False :  Reals
     (18, 6) : -1.5707963267948966 :   0.19603850330204045 : 1.5707963267948966 : False : False :  Reals
     (18, 7) : -1.5707963267948966 :   0.21444149849763536 : 1.5707963267948966 : False : False :  Reals
     (18, 8) : -1.5707963267948966 :   0.24592383593941786 : 1.5707963267948966 : False : False :  Reals
     (18, 9) : -1.5707963267948966 :    0.2955736702042905 : 1.5707963267948966 : False : False :  Reals
    (18, 10) : -1.5707963267948966 :    0.3319912765950803 : 1.5707963267948966 : False : False :  Reals
    (18, 11) : -1.5707963267948966 :    0.3390077042929032 : 1.5707963267948966 : False : False :  Reals
    (18, 12) : -1.5707963267948966 :    0.3339025168656709 : 1.5707963267948966 : False : False :  Reals
    (18, 13) : -1.5707963267948966 :   0.33212125606777027 : 1.5707963267948966 : False : False :  Reals
    (18, 14) : -1.5707963267948966 :   0.32678890475678163 : 1.5707963267948966 : False : False :  Reals
    (18, 15) : -1.5707963267948966 :    0.2946148588865175 : 1.5707963267948966 : False : False :  Reals
    (18, 16) : -1.5707963267948966 :   0.22973859287366502 : 1.5707963267948966 : False : False :  Reals
    (18, 17) : -1.5707963267948966 :     0.237212756556756 : 1.5707963267948966 : False : False :  Reals
    (18, 18) : -1.5707963267948966 :   0.28175485010231843 : 1.5707963267948966 : False : False :  Reals
    (18, 19) : -1.5707963267948966 :    0.2783658991762806 : 1.5707963267948966 : False : False :  Reals
    (18, 20) : -1.5707963267948966 :   0.29591427744322485 : 1.5707963267948966 : False : False :  Reals
    (18, 21) : -1.5707963267948966 :   0.31399863693264535 : 1.5707963267948966 : False : False :  Reals
    (18, 22) : -1.5707963267948966 :   0.32032670735066676 : 1.5707963267948966 : False : False :  Reals
    (18, 23) : -1.5707963267948966 :   0.27157481265832045 : 1.5707963267948966 : False : False :  Reals
    (18, 24) : -1.5707963267948966 :   0.28049542150752127 : 1.5707963267948966 : False : False :  Reals
     (19, 1) : -1.5707963267948966 :    0.1384577990488518 : 1.5707963267948966 : False : False :  Reals
     (19, 2) : -1.5707963267948966 :   0.13267773444519343 : 1.5707963267948966 : False : False :  Reals
     (19, 3) : -1.5707963267948966 :   0.11832875697856965 : 1.5707963267948966 : False : False :  Reals
     (19, 4) : -1.5707963267948966 :   0.10752838930759635 : 1.5707963267948966 : False : False :  Reals
     (19, 5) : -1.5707963267948966 :   0.09924885487224942 : 1.5707963267948966 : False : False :  Reals
     (19, 6) : -1.5707963267948966 :   0.09594928703763635 : 1.5707963267948966 : False : False :  Reals
     (19, 7) : -1.5707963267948966 :    0.1052867012644296 : 1.5707963267948966 : False : False :  Reals
     (19, 8) : -1.5707963267948966 :   0.11761936933416207 : 1.5707963267948966 : False : False :  Reals
     (19, 9) : -1.5707963267948966 :   0.14117856971550105 : 1.5707963267948966 : False : False :  Reals
    (19, 10) : -1.5707963267948966 :   0.16150735101055244 : 1.5707963267948966 : False : False :  Reals
    (19, 11) : -1.5707963267948966 :   0.17368316355865773 : 1.5707963267948966 : False : False :  Reals
    (19, 12) : -1.5707963267948966 :   0.17080217644589507 : 1.5707963267948966 : False : False :  Reals
    (19, 13) : -1.5707963267948966 :    0.1683611337677277 : 1.5707963267948966 : False : False :  Reals
    (19, 14) : -1.5707963267948966 :    0.1637454763991965 : 1.5707963267948966 : False : False :  Reals
    (19, 15) : -1.5707963267948966 :   0.14797373036579003 : 1.5707963267948966 : False : False :  Reals
    (19, 16) : -1.5707963267948966 :   0.11795109335206168 : 1.5707963267948966 : False : False :  Reals
    (19, 17) : -1.5707963267948966 :   0.11387413406698117 : 1.5707963267948966 : False : False :  Reals
    (19, 18) : -1.5707963267948966 :   0.12937668302697347 : 1.5707963267948966 : False : False :  Reals
    (19, 19) : -1.5707963267948966 :    0.1277819298720967 : 1.5707963267948966 : False : False :  Reals
    (19, 20) : -1.5707963267948966 :   0.13881068958868867 : 1.5707963267948966 : False : False :  Reals
    (19, 21) : -1.5707963267948966 :   0.15161792178595473 : 1.5707963267948966 : False : False :  Reals
    (19, 22) : -1.5707963267948966 :   0.15407905281913642 : 1.5707963267948966 : False : False :  Reals
    (19, 23) : -1.5707963267948966 :   0.13364533342651483 : 1.5707963267948966 : False : False :  Reals
    (19, 24) : -1.5707963267948966 :   0.13656045881388076 : 1.5707963267948966 : False : False :  Reals
     (20, 1) : -1.5707963267948966 :   0.11890683388876709 : 1.5707963267948966 : False : False :  Reals
     (20, 2) : -1.5707963267948966 :   0.11163348101855919 : 1.5707963267948966 : False : False :  Reals
     (20, 3) : -1.5707963267948966 :   0.10185912492255761 : 1.5707963267948966 : False : False :  Reals
     (20, 4) : -1.5707963267948966 :   0.09458886126425065 : 1.5707963267948966 : False : False :  Reals
     (20, 5) : -1.5707963267948966 :   0.08899606254438103 : 1.5707963267948966 : False : False :  Reals
     (20, 6) : -1.5707963267948966 :    0.0868683511330916 : 1.5707963267948966 : False : False :  Reals
     (20, 7) : -1.5707963267948966 :   0.09333854592265081 : 1.5707963267948966 : False : False :  Reals
     (20, 8) : -1.5707963267948966 :   0.10314787366635951 : 1.5707963267948966 : False : False :  Reals
     (20, 9) : -1.5707963267948966 :   0.12280967666477004 : 1.5707963267948966 : False : False :  Reals
    (20, 10) : -1.5707963267948966 :    0.1401157823137506 : 1.5707963267948966 : False : False :  Reals
    (20, 11) : -1.5707963267948966 :   0.15158059431537296 : 1.5707963267948966 : False : False :  Reals
    (20, 12) : -1.5707963267948966 :   0.15059644593930863 : 1.5707963267948966 : False : False :  Reals
    (20, 13) : -1.5707963267948966 :   0.14599947721898698 : 1.5707963267948966 : False : False :  Reals
    (20, 14) : -1.5707963267948966 :   0.13975123327563838 : 1.5707963267948966 : False : False :  Reals
    (20, 15) : -1.5707963267948966 :   0.12717158159433786 : 1.5707963267948966 : False : False :  Reals
    (20, 16) : -1.5707963267948966 :   0.10641361832063892 : 1.5707963267948966 : False : False :  Reals
    (20, 17) : -1.5707963267948966 :   0.10429478982233455 : 1.5707963267948966 : False : False :  Reals
    (20, 18) : -1.5707963267948966 :   0.11658109390954587 : 1.5707963267948966 : False : False :  Reals
    (20, 19) : -1.5707963267948966 :   0.11594504721704929 : 1.5707963267948966 : False : False :  Reals
    (20, 20) : -1.5707963267948966 :   0.12472660610684808 : 1.5707963267948966 : False : False :  Reals
    (20, 21) : -1.5707963267948966 :   0.13430269795618838 : 1.5707963267948966 : False : False :  Reals
    (20, 22) : -1.5707963267948966 :    0.1342279368119363 : 1.5707963267948966 : False : False :  Reals
    (20, 23) : -1.5707963267948966 :   0.11702663649511041 : 1.5707963267948966 : False : False :  Reals
    (20, 24) : -1.5707963267948966 :   0.11598792015007112 : 1.5707963267948966 : False : False :  Reals
     (21, 1) : -1.5707963267948966 :    0.3287410027668354 : 1.5707963267948966 : False : False :  Reals
     (21, 2) : -1.5707963267948966 :    0.3239287371180617 : 1.5707963267948966 : False : False :  Reals
     (21, 3) : -1.5707963267948966 :   0.28689953408396573 : 1.5707963267948966 : False : False :  Reals
     (21, 4) : -1.5707963267948966 :   0.25283526641174753 : 1.5707963267948966 : False : False :  Reals
     (21, 5) : -1.5707963267948966 :   0.22702337366432512 : 1.5707963267948966 : False : False :  Reals
     (21, 6) : -1.5707963267948966 :   0.20826696218227908 : 1.5707963267948966 : False : False :  Reals
     (21, 7) : -1.5707963267948966 :   0.22708209886109854 : 1.5707963267948966 : False : False :  Reals
     (21, 8) : -1.5707963267948966 :    0.2578281062249467 : 1.5707963267948966 : False : False :  Reals
     (21, 9) : -1.5707963267948966 :    0.3067626844165315 : 1.5707963267948966 : False : False :  Reals
    (21, 10) : -1.5707963267948966 :    0.3437021236250086 : 1.5707963267948966 : False : False :  Reals
    (21, 11) : -1.5707963267948966 :   0.35209170148218955 : 1.5707963267948966 : False : False :  Reals
    (21, 12) : -1.5707963267948966 :    0.3470182772432108 : 1.5707963267948966 : False : False :  Reals
    (21, 13) : -1.5707963267948966 :    0.3463699221807204 : 1.5707963267948966 : False : False :  Reals
    (21, 14) : -1.5707963267948966 :    0.3412059007483024 : 1.5707963267948966 : False : False :  Reals
    (21, 15) : -1.5707963267948966 :   0.30983094349430207 : 1.5707963267948966 : False : False :  Reals
    (21, 16) : -1.5707963267948966 :   0.24669533092591656 : 1.5707963267948966 : False : False :  Reals
    (21, 17) : -1.5707963267948966 :   0.25216355445165217 : 1.5707963267948966 : False : False :  Reals
    (21, 18) : -1.5707963267948966 :    0.2979740440273618 : 1.5707963267948966 : False : False :  Reals
    (21, 19) : -1.5707963267948966 :   0.29386047040599705 : 1.5707963267948966 : False : False :  Reals
    (21, 20) : -1.5707963267948966 :    0.3104821190007599 : 1.5707963267948966 : False : False :  Reals
    (21, 21) : -1.5707963267948966 :     0.327686394317214 : 1.5707963267948966 : False : False :  Reals
    (21, 22) : -1.5707963267948966 :    0.3326147227258204 : 1.5707963267948966 : False : False :  Reals
    (21, 23) : -1.5707963267948966 :    0.2846310469265805 : 1.5707963267948966 : False : False :  Reals
    (21, 24) : -1.5707963267948966 :   0.29422166580522474 : 1.5707963267948966 : False : False :  Reals
     (22, 1) : -1.5707963267948966 :    0.4301920321218717 : 1.5707963267948966 : False : False :  Reals
     (22, 2) : -1.5707963267948966 :   0.42549705398664955 : 1.5707963267948966 : False : False :  Reals
     (22, 3) : -1.5707963267948966 :   0.39073914961848316 : 1.5707963267948966 : False : False :  Reals
     (22, 4) : -1.5707963267948966 :    0.3588830283276143 : 1.5707963267948966 : False : False :  Reals
     (22, 5) : -1.5707963267948966 :    0.3348338764130227 : 1.5707963267948966 : False : False :  Reals
     (22, 6) : -1.5707963267948966 :   0.31777251331256356 : 1.5707963267948966 : False : False :  Reals
     (22, 7) : -1.5707963267948966 :    0.3356418881920487 : 1.5707963267948966 : False : False :  Reals
     (22, 8) : -1.5707963267948966 :    0.3641123837964015 : 1.5707963267948966 : False : False :  Reals
     (22, 9) : -1.5707963267948966 :   0.41017647889109815 : 1.5707963267948966 : False : False :  Reals
    (22, 10) : -1.5707963267948966 :   0.44498760803962184 : 1.5707963267948966 : False : False :  Reals
    (22, 11) : -1.5707963267948966 :   0.45351794582646154 : 1.5707963267948966 : False : False :  Reals
    (22, 12) : -1.5707963267948966 :    0.4484388034087312 : 1.5707963267948966 : False : False :  Reals
    (22, 13) : -1.5707963267948966 :   0.44771540663806053 : 1.5707963267948966 : False : False :  Reals
    (22, 14) : -1.5707963267948966 :   0.44357359291577236 : 1.5707963267948966 : False : False :  Reals
    (22, 15) : -1.5707963267948966 :    0.4147319305513627 : 1.5707963267948966 : False : False :  Reals
    (22, 16) : -1.5707963267948966 :   0.35781107418508845 : 1.5707963267948966 : False : False :  Reals
    (22, 17) : -1.5707963267948966 :   0.35105944863114924 : 1.5707963267948966 : False : False :  Reals
    (22, 18) : -1.5707963267948966 :    0.3988314705906416 : 1.5707963267948966 : False : False :  Reals
    (22, 19) : -1.5707963267948966 :    0.3950722984597907 : 1.5707963267948966 : False : False :  Reals
    (22, 20) : -1.5707963267948966 :    0.4115430963438688 : 1.5707963267948966 : False : False :  Reals
    (22, 21) : -1.5707963267948966 :    0.4287813585846455 : 1.5707963267948966 : False : False :  Reals
    (22, 22) : -1.5707963267948966 :       0.4340181504319 : 1.5707963267948966 : False : False :  Reals
    (22, 23) : -1.5707963267948966 :     0.388129219429316 : 1.5707963267948966 : False : False :  Reals
    (22, 24) : -1.5707963267948966 :    0.3990977133451833 : 1.5707963267948966 : False : False :  Reals
     (23, 1) : -1.5707963267948966 :   0.11754820702306727 : 1.5707963267948966 : False : False :  Reals
     (23, 2) : -1.5707963267948966 :   0.10892415455400371 : 1.5707963267948966 : False : False :  Reals
     (23, 3) : -1.5707963267948966 :   0.10121931374649916 : 1.5707963267948966 : False : False :  Reals
     (23, 4) : -1.5707963267948966 :   0.09566760595403125 : 1.5707963267948966 : False : False :  Reals
     (23, 5) : -1.5707963267948966 :    0.0913844636562572 : 1.5707963267948966 : False : False :  Reals
     (23, 6) : -1.5707963267948966 :   0.08999686992614887 : 1.5707963267948966 : False : False :  Reals
     (23, 7) : -1.5707963267948966 :    0.0952607857007029 : 1.5707963267948966 : False : False :  Reals
     (23, 8) : -1.5707963267948966 :   0.10401213160464431 : 1.5707963267948966 : False : False :  Reals
     (23, 9) : -1.5707963267948966 :   0.12225134734358566 : 1.5707963267948966 : False : False :  Reals
    (23, 10) : -1.5707963267948966 :   0.13893729819351697 : 1.5707963267948966 : False : False :  Reals
    (23, 11) : -1.5707963267948966 :    0.1506156129392345 : 1.5707963267948966 : False : False :  Reals
    (23, 12) : -1.5707963267948966 :   0.15086942957932692 : 1.5707963267948966 : False : False :  Reals
    (23, 13) : -1.5707963267948966 :    0.1453195072610291 : 1.5707963267948966 : False : False :  Reals
    (23, 14) : -1.5707963267948966 :   0.13774120802365428 : 1.5707963267948966 : False : False :  Reals
    (23, 15) : -1.5707963267948966 :   0.12677688880502583 : 1.5707963267948966 : False : False :  Reals
    (23, 16) : -1.5707963267948966 :   0.11144448132842866 : 1.5707963267948966 : False : False :  Reals
    (23, 17) : -1.5707963267948966 :   0.11077402554917962 : 1.5707963267948966 : False : False :  Reals
    (23, 18) : -1.5707963267948966 :   0.12299759573013151 : 1.5707963267948966 : False : False :  Reals
    (23, 19) : -1.5707963267948966 :   0.12267368034417592 : 1.5707963267948966 : False : False :  Reals
    (23, 20) : -1.5707963267948966 :    0.1295811768661893 : 1.5707963267948966 : False : False :  Reals
    (23, 21) : -1.5707963267948966 :    0.1367125829954627 : 1.5707963267948966 : False : False :  Reals
    (23, 22) : -1.5707963267948966 :    0.1342052389421403 : 1.5707963267948966 : False : False :  Reals
    (23, 23) : -1.5707963267948966 :   0.11792776983475949 : 1.5707963267948966 : False : False :  Reals
    (23, 24) : -1.5707963267948966 :   0.11456341058155807 : 1.5707963267948966 : False : False :  Reals
     (24, 1) : -1.5707963267948966 :   0.09988294189638525 : 1.5707963267948966 : False : False :  Reals
     (24, 2) : -1.5707963267948966 :   0.09728829964616187 : 1.5707963267948966 : False : False :  Reals
     (24, 3) : -1.5707963267948966 :   0.08064865915304795 : 1.5707963267948966 : False : False :  Reals
     (24, 4) : -1.5707963267948966 :   0.06477777227166884 : 1.5707963267948966 : False : False :  Reals
     (24, 5) : -1.5707963267948966 :   0.05282043599147047 : 1.5707963267948966 : False : False :  Reals
     (24, 6) : -1.5707963267948966 :  0.043553463236236184 : 1.5707963267948966 : False : False :  Reals
     (24, 7) : -1.5707963267948966 :   0.05151732293638773 : 1.5707963267948966 : False : False :  Reals
     (24, 8) : -1.5707963267948966 :   0.06485758739926227 : 1.5707963267948966 : False : False :  Reals
