Resultados para a variável: V
V : Size=576, Index=i*t
    (15, 19) :   0.9 : 0.9948320376279913 :   1.1 : False : False :  Reals
    (15, 20) :   0.9 : 0.9963508590243972 :   1.1 : False : False :  Reals
    (15, 21) :   0.9 : 0.9966618084199705 :   1.1 : False : False :  Reals
    (15, 22) :   0.9 : 0.9963931615384997 :   1.1 : False : False :  Reals
    (15, 23) :   0.9 : 0.9939068009714424 :   1.1 : False : False :  Reals
    (15, 24) :   0.9 : 0.9893778342980103 :   1.1 : False : False :  Reals
     (16, 1) :   0.9 : 0.9981993675970259 :   1.1 : False : False :  Reals
     (16, 2) :   0.9 : 0.9976933090453372 :   1.1 : False : False :  Reals
     (16, 3) :   0.9 : 0.9974901898905771 :   1.1 : False : False :  Reals
     (16, 4) :   0.9 : 0.9976180076573107 :   1.1 : False : False :  Reals
     (16, 5) :   0.9 : 0.9974468292848168 :   1.1 : False : False :  Reals
     (16, 6) :   0.9 : 0.9967899011680615 :   1.1 : False : False :  Reals
     (16, 7) :   0.9 : 0.9966542737595485 :   1.1 : False : False :  Reals
     (16, 8) :   0.9 : 0.9981956110633055 :   1.1 : False : False :  Reals
     (16, 9) :   0.9 : 0.9998279830458849 :   1.1 : False : False :  Reals
    (16, 10) :   0.9 : 1.0011148830795007 :   1.1 : False : False :  Reals
    (16, 11) :   0.9 : 1.0018809326250089 :   1.1 : False : False :  Reals
    (16, 12) :   0.9 : 1.0020185250902922 :   1.1 : False : False :  Reals
    (16, 13) :   0.9 : 1.0001685369516364 :   1.1 : False : False :  Reals
    (16, 14) :   0.9 : 0.9962956152628833 :   1.1 : False : False :  Reals
    (16, 15) :   0.9 : 0.9913086172416093 :   1.1 : False : False :  Reals
    (16, 16) :   0.9 : 0.9773255336168677 :   1.1 : False : False :  Reals
    (16, 17) :   0.9 :  0.999992589119915 :   1.1 : False : False :  Reals
    (16, 18) :   0.9 : 0.9997546172145525 :   1.1 : False : False :  Reals
    (16, 19) :   0.9 : 0.9994649649409588 :   1.1 : False : False :  Reals
    (16, 20) :   0.9 : 1.0003771238733676 :   1.1 : False : False :  Reals
    (16, 21) :   0.9 : 1.0009612041257772 :   1.1 : False : False :  Reals
    (16, 22) :   0.9 : 1.0006830490684673 :   1.1 : False : False :  Reals
    (16, 23) :   0.9 : 0.9989155177893827 :   1.1 : False : False :  Reals
    (16, 24) :   0.9 : 0.9953339802599601 :   1.1 : False : False :  Reals
     (17, 1) :   0.9 : 1.0159738889350316 :   1.1 : False : False :  Reals
     (17, 2) :   0.9 : 1.0155506407210426 :   1.1 : False : False :  Reals
     (17, 3) :   0.9 : 1.0137068856720022 :   1.1 : False : False :  Reals
     (17, 4) :   0.9 :  1.011750734089196 :   1.1 : False : False :  Reals
     (17, 5) :   0.9 : 1.0100060359979826 :   1.1 : False : False :  Reals
     (17, 6) :   0.9 : 1.0073644969024602 :   1.1 : False : False :  Reals
     (17, 7) :   0.9 :   1.00742315797518 :   1.1 : False : False :  Reals
     (17, 8) :   0.9 : 1.0106100364914283 :   1.1 : False : False :  Reals
     (17, 9) :   0.9 : 1.0141533069871862 :   1.1 : False : False :  Reals
    (17, 10) :   0.9 : 1.0163498760219705 :   1.1 : False : False :  Reals
    (17, 11) :   0.9 :  1.015846245832913 :   1.1 : False : False :  Reals
    (17, 12) :   0.9 : 1.0161868219021135 :   1.1 : False : False :  Reals
    (17, 13) :   0.9 : 1.0141984671983033 :   1.1 : False : False :  Reals
    (17, 14) :   0.9 : 1.0099810892714933 :   1.1 : False : False :  Reals
    (17, 15) :   0.9 : 1.0038113418671433 :   1.1 : False : False :  Reals
    (17, 16) :   0.9 : 0.9872536840512142 :   1.1 : False : False :  Reals
    (17, 17) :   0.9 : 1.0127087555064307 :   1.1 : False : False :  Reals
    (17, 18) :   0.9 : 1.0151485148099657 :   1.1 : False : False :  Reals
    (17, 19) :   0.9 : 1.0149800809993514 :   1.1 : False : False :  Reals
    (17, 20) :   0.9 : 1.0158838431003934 :   1.1 : False : False :  Reals
    (17, 21) :   0.9 : 1.0161929491614876 :   1.1 : False : False :  Reals
    (17, 22) :   0.9 : 1.0160021657159863 :   1.1 : False : False :  Reals
    (17, 23) :   0.9 : 1.0116522360156168 :   1.1 : False : False :  Reals
    (17, 24) :   0.9 : 1.0078933384849413 :   1.1 : False : False :  Reals
     (18, 1) :   0.9 : 1.0206837830308753 :   1.1 : False : False :  Reals
     (18, 2) :   0.9 : 1.0203225762528174 :   1.1 : False : False :  Reals
     (18, 3) :   0.9 :  1.017934740186739 :   1.1 : False : False :  Reals
     (18, 4) :   0.9 :   1.01525773098488 :   1.1 : False : False :  Reals
     (18, 5) :   0.9 : 1.0129539488627883 :   1.1 : False : False :  Reals
     (18, 6) :   0.9 : 1.0095932767961209 :   1.1 : False : False :  Reals
     (18, 7) :   0.9 : 1.0097260936153183 :   1.1 : False : False :  Reals
     (18, 8) :   0.9 :  1.013500268879187 :   1.1 : False : False :  Reals
     (18, 9) :   0.9 : 1.0176783524308803 :   1.1 : False : False :  Reals
    (18, 10) :   0.9 : 1.0201409791168299 :   1.1 : False : False :  Reals
    (18, 11) :   0.9 :  1.019172410053184 :   1.1 : False : False :  Reals
    (18, 12) :   0.9 : 1.0195683460531078 :   1.1 : False : False :  Reals
    (18, 13) :   0.9 : 1.0175480626128852 :   1.1 : False : False :  Reals
    (18, 14) :   0.9 :  1.013225984321162 :   1.1 : False : False :  Reals
    (18, 15) :   0.9 : 1.0066138076358517 :   1.1 : False : False :  Reals
    (18, 16) :   0.9 : 0.9889568588507126 :   1.1 : False : False :  Reals
    (18, 17) :   0.9 : 1.0156237675262767 :   1.1 : False : False :  Reals
    (18, 18) :   0.9 : 1.0188804173271697 :   1.1 : False : False :  Reals
    (18, 19) :   0.9 : 1.0187827911881093 :   1.1 : False : False :  Reals
    (18, 20) :   0.9 : 1.0196821141545047 :   1.1 : False : False :  Reals
    (18, 21) :   0.9 :  1.019912298342647 :   1.1 : False : False :  Reals
    (18, 22) :   0.9 : 1.0198187394712712 :   1.1 : False : False :  Reals
    (18, 23) :   0.9 : 1.0146228982766474 :   1.1 : False : False :  Reals
    (18, 24) :   0.9 : 1.0108072058722657 :   1.1 : False : False :  Reals
     (19, 1) :   0.9 :  0.992847190250223 :   1.1 : False : False :  Reals
     (19, 2) :   0.9 : 0.9922922448940927 :   1.1 : False : False :  Reals
     (19, 3) :   0.9 : 0.9925891815487171 :   1.1 : False : False :  Reals
     (19, 4) :   0.9 : 0.9955429025057302 :   1.1 : False : False :  Reals
     (19, 5) :   0.9 : 0.9975529239416441 :   1.1 : False : False :  Reals
     (19, 6) :   0.9 : 1.0015025867746454 :   1.1 : False : False :  Reals
     (19, 7) :   0.9 : 1.0032065530658247 :   1.1 : False : False :  Reals
     (19, 8) :   0.9 :  1.002752140492037 :   1.1 : False : False :  Reals
     (19, 9) :   0.9 : 1.0027234114967951 :   1.1 : False : False :  Reals
    (19, 10) :   0.9 : 1.0055055011882466 :   1.1 : False : False :  Reals
    (19, 11) :   0.9 : 1.0108895629372165 :   1.1 : False : False :  Reals
    (19, 12) :   0.9 :  1.010041789701476 :   1.1 : False : False :  Reals
    (19, 13) :   0.9 :  1.011425376225867 :   1.1 : False : False :  Reals
    (19, 14) :   0.9 : 1.0091241768730221 :   1.1 : False : False :  Reals
    (19, 15) :   0.9 : 1.0052647936095573 :   1.1 : False : False :  Reals
    (19, 16) :   0.9 : 0.9934730481258169 :   1.1 : False : False :  Reals
    (19, 17) :   0.9 : 1.0076931847365465 :   1.1 : False : False :  Reals
    (19, 18) :   0.9 :  1.005434314874288 :   1.1 : False : False :  Reals
    (19, 19) :   0.9 : 1.0050929403587865 :   1.1 : False : False :  Reals
    (19, 20) :   0.9 :   1.00436485798341 :   1.1 : False : False :  Reals
    (19, 21) :   0.9 : 1.0053528205262579 :   1.1 : False : False :  Reals
    (19, 22) :   0.9 : 1.0050763532533338 :   1.1 : False : False :  Reals
    (19, 23) :   0.9 : 1.0064271837615621 :   1.1 : False : False :  Reals
    (19, 24) :   0.9 : 1.0060483888975875 :   1.1 : False : False :  Reals
     (20, 1) :   0.9 : 0.9918811010320966 :   1.1 : False : False :  Reals
     (20, 2) :   0.9 : 0.9905682959326533 :   1.1 : False : False :  Reals
     (20, 3) :   0.9 : 0.9900820332465587 :   1.1 : False : False :  Reals
     (20, 4) :   0.9 :  0.990759068235115 :   1.1 : False : False :  Reals
     (20, 5) :   0.9 : 0.9911869147134673 :   1.1 : False : False :  Reals
     (20, 6) :   0.9 : 0.9924276480140025 :   1.1 : False : False :  Reals
     (20, 7) :   0.9 : 0.9932420649582809 :   1.1 : False : False :  Reals
     (20, 8) :   0.9 : 0.9941083579545521 :   1.1 : False : False :  Reals
     (20, 9) :   0.9 : 0.9959053615190613 :   1.1 : False : False :  Reals
    (20, 10) :   0.9 : 0.9987099406087656 :   1.1 : False : False :  Reals
    (20, 11) :   0.9 :  1.001832575956181 :   1.1 : False : False :  Reals
    (20, 12) :   0.9 : 1.0018227164951978 :   1.1 : False : False :  Reals
    (20, 13) :   0.9 : 1.0009385859565383 :   1.1 : False : False :  Reals
    (20, 14) :   0.9 : 0.9975199114146304 :   1.1 : False : False :  Reals
    (20, 15) :   0.9 : 0.9932262246180312 :   1.1 : False : False :  Reals
    (20, 16) :   0.9 : 0.9819734284084353 :   1.1 : False : False :  Reals
    (20, 17) :   0.9 : 0.9985294627087119 :   1.1 : False : False :  Reals
    (20, 18) :   0.9 : 0.9983563622089412 :   1.1 : False : False :  Reals
    (20, 19) :   0.9 : 0.9981161811105758 :   1.1 : False : False :  Reals
    (20, 20) :   0.9 : 0.9985120890116038 :   1.1 : False : False :  Reals
    (20, 21) :   0.9 : 0.9991343668981065 :   1.1 : False : False :  Reals
    (20, 22) :   0.9 : 0.9982834773637789 :   1.1 : False : False :  Reals
    (20, 23) :   0.9 : 0.9968393054857648 :   1.1 : False : False :  Reals
    (20, 24) :   0.9 : 0.9945468362618006 :   1.1 : False : False :  Reals
     (21, 1) :   0.9 : 1.0232340762534444 :   1.1 : False : False :  Reals
     (21, 2) :   0.9 : 1.0227016884753617 :   1.1 : False : False :  Reals
     (21, 3) :   0.9 : 1.0203397701809278 :   1.1 : False : False :  Reals
     (21, 4) :   0.9 : 1.0182968298872757 :   1.1 : False : False :  Reals
     (21, 5) :   0.9 : 1.0164503073895192 :   1.1 : False : False :  Reals
     (21, 6) :   0.9 :  1.014109356013733 :   1.1 : False : False :  Reals
     (21, 7) :   0.9 : 1.0147470487351975 :   1.1 : False : False :  Reals
     (21, 8) :   0.9 : 1.0182230682181104 :   1.1 : False : False :  Reals
     (21, 9) :   0.9 : 1.0222392127370978 :   1.1 : False : False :  Reals
    (21, 10) :   0.9 : 1.0253724545279854 :   1.1 : False : False :  Reals
    (21, 11) :   0.9 : 1.0256211566437408 :   1.1 : False : False :  Reals
    (21, 12) :   0.9 : 1.0258863452899514 :   1.1 : False : False :  Reals
    (21, 13) :   0.9 :  1.024689964366386 :   1.1 : False : False :  Reals
    (21, 14) :   0.9 : 1.0204583328657775 :   1.1 : False : False :  Reals
    (21, 15) :   0.9 :  1.013970606104919 :   1.1 : False : False :  Reals
    (21, 16) :   0.9 : 0.9966607389682878 :   1.1 : False : False :  Reals
    (21, 17) :   0.9 :   1.02200709332711 :   1.1 : False : False :  Reals
    (21, 18) :   0.9 : 1.0259793323356359 :   1.1 : False : False :  Reals
    (21, 19) :   0.9 : 1.0257068005075742 :   1.1 : False : False :  Reals
    (21, 20) :   0.9 :  1.025903271370308 :   1.1 : False : False :  Reals
    (21, 21) :   0.9 : 1.0258387493629162 :   1.1 : False : False :  Reals
    (21, 22) :   0.9 : 1.0252210988529449 :   1.1 : False : False :  Reals
    (21, 23) :   0.9 : 1.0203681316471527 :   1.1 : False : False :  Reals
    (21, 24) :   0.9 : 1.0171538503156055 :   1.1 : False : False :  Reals
     (22, 1) :   0.9 :  1.036603390742486 :   1.1 : False : False :  Reals
     (22, 2) :   0.9 : 1.0358248947866837 :   1.1 : False : False :  Reals
     (22, 3) :   0.9 :   1.03399394872848 :   1.1 : False : False :  Reals
     (22, 4) :   0.9 : 1.0313698449077182 :   1.1 : False : False :  Reals
     (22, 5) :   0.9 : 1.0290751796930453 :   1.1 : False : False :  Reals
     (22, 6) :   0.9 : 1.0251448710705258 :   1.1 : False : False :  Reals
     (22, 7) :   0.9 : 1.0246605165578662 :   1.1 : False : False :  Reals
     (22, 8) :   0.9 : 1.0283479442794081 :   1.1 : False : False :  Reals
     (22, 9) :   0.9 : 1.0323073008223425 :   1.1 : False : False :  Reals
    (22, 10) :   0.9 :  1.034403525791595 :   1.1 : False : False :  Reals
    (22, 11) :   0.9 : 1.0327040623973247 :   1.1 : False : False :  Reals
    (22, 12) :   0.9 : 1.0337159981516866 :   1.1 : False : False :  Reals
    (22, 13) :   0.9 : 1.0312301851052723 :   1.1 : False : False :  Reals
    (22, 14) :   0.9 :  1.026496514649832 :   1.1 : False : False :  Reals
    (22, 15) :   0.9 : 1.0207895725056249 :   1.1 : False : False :  Reals
    (22, 16) :   0.9 :  1.005819154925974 :   1.1 : False : False :  Reals
    (22, 17) :   0.9 :   1.03137535998302 :   1.1 : False : False :  Reals
    (22, 18) :   0.9 : 1.0364835646191932 :   1.1 : False : False :  Reals
    (22, 19) :   0.9 : 1.0362810174867234 :   1.1 : False : False :  Reals
    (22, 20) :   0.9 : 1.0366755589151682 :   1.1 : False : False :  Reals
    (22, 21) :   0.9 :  1.035902184004191 :   1.1 : False : False :  Reals
    (22, 22) :   0.9 : 1.0347135200198565 :   1.1 : False : False :  Reals
    (22, 23) :   0.9 : 1.0290142953207957 :   1.1 : False : False :  Reals
    (22, 24) :   0.9 : 1.0244516171304447 :   1.1 : False : False :  Reals
     (23, 1) :   0.9 : 0.9948234065711553 :   1.1 : False : False :  Reals
     (23, 2) :   0.9 : 0.9928992495820049 :   1.1 : False : False :  Reals
     (23, 3) :   0.9 : 0.9918873498073362 :   1.1 : False : False :  Reals
     (23, 4) :   0.9 : 0.9912837206344588 :   1.1 : False : False :  Reals
     (23, 5) :   0.9 : 0.9908105160578181 :   1.1 : False : False :  Reals
     (23, 6) :   0.9 : 0.9906035268095914 :   1.1 : False : False :  Reals
     (23, 7) :   0.9 : 0.9910354647421469 :   1.1 : False : False :  Reals
     (23, 8) :   0.9 :  0.992725845799329 :   1.1 : False : False :  Reals
     (23, 9) :   0.9 : 0.9957401337729377 :   1.1 : False : False :  Reals
    (23, 10) :   0.9 : 0.9988880269527087 :   1.1 : False : False :  Reals
    (23, 11) :   0.9 : 1.0009806666068075 :   1.1 : False : False :  Reals
    (23, 12) :   0.9 : 1.0015199430947823 :   1.1 : False : False :  Reals
    (23, 13) :   0.9 : 0.9994388361187645 :   1.1 : False : False :  Reals
    (23, 14) :   0.9 : 0.9952239530469901 :   1.1 : False : False :  Reals
    (23, 15) :   0.9 : 0.9906603705836614 :   1.1 : False : False :  Reals
    (23, 16) :   0.9 : 0.9798580286215975 :   1.1 : False : False :  Reals
    (23, 17) :   0.9 : 0.9979268775786645 :   1.1 : False : False :  Reals
    (23, 18) :   0.9 : 0.9994656625118244 :   1.1 : False : False :  Reals
    (23, 19) :   0.9 : 0.9992157437872357 :   1.1 : False : False :  Reals
    (23, 20) :   0.9 : 0.9999835791151488 :   1.1 : False : False :  Reals
    (23, 21) :   0.9 : 1.0001394349937958 :   1.1 : False : False :  Reals
    (23, 22) :   0.9 : 0.9985845961677633 :   1.1 : False : False :  Reals
    (23, 23) :   0.9 :  0.995341829022367 :   1.1 : False : False :  Reals
    (23, 24) :   0.9 : 0.9918948643107561 :   1.1 : False : False :  Reals
     (24, 1) :   0.9 : 0.9925710962424928 :   1.1 : False : False :  Reals
     (24, 2) :   0.9 : 0.9929618676494371 :   1.1 : False : False :  Reals
     (24, 3) :   0.9 : 0.9917584662010558 :   1.1 : False : False :  Reals
     (24, 4) :   0.9 : 0.9901714958569076 :   1.1 : False : False :  Reals
     (24, 5) :   0.9 : 0.9887760629743467 :   1.1 : False : False :  Reals
     (24, 6) :   0.9 : 0.9858783092142859 :   1.1 : False : False :  Reals
     (24, 7) :   0.9 : 0.9849513302665945 :   1.1 : False : False :  Reals
     (24, 8) :   0.9 : 0.9879548105237954 :   1.1 : False : False :  Reals
     (24, 9) :   0.9 : 0.9910318592138061 :   1.1 : False : False :  Reals
    (24, 10) :   0.9 : 0.9915529379831639 :   1.1 : False : False :  Reals
    (24, 11) :   0.9 : 0.9900536177755388 :   1.1 : False : False :  Reals
    (24, 12) :   0.9 : 0.9898246853879155 :   1.1 : False : False :  Reals
    (24, 13) :   0.9 : 0.9855133679782827 :   1.1 : False : False :  Reals
    (24, 14) :   0.9 : 0.9808099502232742 :   1.1 : False : False :  Reals
    (24, 15) :   0.9 : 0.9734718004547658 :   1.1 : False : False :  Reals
    (24, 16) :   0.9 :  0.956141848235302 :   1.1 : False : False :  Reals
    (24, 17) :   0.9 : 0.9841337160892742 :   1.1 : False : False :  Reals
    (24, 18) :   0.9 :  0.984314647718453 :   1.1 : False : False :  Reals
    (24, 19) :   0.9 : 0.9836721687239778 :   1.1 : False : False :  Reals
    (24, 20) :   0.9 : 0.9868985340565164 :   1.1 : False : False :  Reals
    (24, 21) :   0.9 :  0.988662197999798 :   1.1 : False : False :  Reals
    (24, 22) :   0.9 : 0.9895359151661995 :   1.1 : False : False :  Reals
    (24, 23) :   0.9 : 0.9861666398145915 :   1.1 : False : False :  Reals
    (24, 24) :   0.9 : 0.9812627185058317 :   1.1 : False : False :  Reals
